PhotoId,Product,Amount,TotalPrice
2027,Foto 10x15,1,2.55
9564,Foto 20x30,2,9.9
6030,Foto 20x30,3,14.85
6588,Foto 20x30,2,9.9
8465,Foto 20x30,1,4.95
2387,Mok met foto,2,19.9
6253,T-shirt,1,11.99
7591,Mok met foto,2,19.9
9172,T-shirt,2,23.98
8035,Foto 10x15,1,2.55
1019,Sleutelhanger,3,18.36
1124,Foto 20x30,3,14.85
9962,Foto 20x30,3,14.85
9389,T-shirt,1,11.99
3663,Foto 10x15,1,2.55
9265,T-shirt,1,11.99
3398,Mok met foto,2,19.9
5535,Sleutelhanger,1,6.12
4139,Sleutelhanger,3,18.36
6623,Foto 10x15,5,12.75
8190,Mok met foto,2,19.9
3705,Sleutelhanger,3,18.36
5427,Sleutelhanger,1,6.12
3899,Foto 20x30,2,9.9
2949,Foto 20x30,1,4.95
5476,T-shirt,2,23.98
3115,Sleutelhanger,2,12.24
9972,Sleutelhanger,3,18.36
3540,Sleutelhanger,1,6.12
6177,Sleutelhanger,2,12.24
6160,Foto 10x15,1,2.55
5702,Sleutelhanger,3,18.36
3903,Foto 20x30,1,4.95
5853,Foto 10x15,2,5.1
6426,Sleutelhanger,1,6.12
2567,Foto 10x15,4,10.2
9163,Foto 10x15,1,2.55
1527,T-shirt,4,47.96
4693,Mok met foto,2,19.9
1446,Mok met foto,1,9.95
4153,T-shirt,2,23.98
3297,Foto 20x30,2,9.9
7651,Mok met foto,5,49.75
2126,Foto 10x15,2,5.1
8465,T-shirt,2,23.98
5881,Foto 10x15,1,2.55
8399,Foto 10x15,1,2.55
3237,Foto 20x30,3,14.85
8231,T-shirt,5,59.95
8693,Foto 10x15,5,12.75
8991,Mok met foto,4,39.8
2818,T-shirt,1,11.99
6287,Foto 10x15,1,2.55
4136,Foto 10x15,1,2.55
5489,Mok met foto,1,9.95
6890,Foto 10x15,1,2.55
2958,Foto 20x30,2,9.9
8140,T-shirt,3,35.97
7144,Mok met foto,2,19.9
6815,Foto 20x30,4,19.8
3257,Sleutelhanger,2,12.24
3773,Foto 10x15,1,2.55
7831,Foto 20x30,1,4.95
5742,Mok met foto,1,9.95
1447,Foto 20x30,3,14.85
4426,Foto 10x15,1,2.55
3261,Mok met foto,3,29.85
7205,Foto 10x15,5,12.75
8284,Sleutelhanger,3,18.36
3776,Sleutelhanger,1,6.12
8949,Foto 10x15,4,10.2
9236,Mok met foto,1,9.95
8745,Mok met foto,1,9.95
3564,Foto 10x15,3,7.65
3171,Sleutelhanger,3,18.36
2276,Mok met foto,1,9.95
9263,T-shirt,1,11.99
4904,Foto 20x30,1,4.95
5672,T-shirt,1,11.99
5534,T-shirt,2,23.98
1319,Foto 10x15,1,2.55
3862,Mok met foto,1,9.95
9197,Foto 10x15,2,5.1
5541,Sleutelhanger,3,18.36
4732,Mok met foto,3,29.85
4770,Foto 10x15,4,10.2
8940,T-shirt,1,11.99
3179,Foto 10x15,3,7.65
9911,Sleutelhanger,5,30.6
5729,Sleutelhanger,1,6.12
8500,Foto 10x15,1,2.55
9299,Mok met foto,1,9.95
5526,T-shirt,2,23.98
9153,Foto 10x15,2,5.1
9252,Foto 10x15,1,2.55
2963,Mok met foto,1,9.95
7554,Mok met foto,4,39.8
6032,Foto 20x30,1,4.95
8156,T-shirt,1,11.99
8854,Mok met foto,1,9.95
9602,Sleutelhanger,3,18.36
9515,Foto 10x15,1,2.55
2158,Mok met foto,1,9.95
6591,Mok met foto,2,19.9
2459,Sleutelhanger,2,12.24
4843,Mok met foto,1,9.95
9076,Foto 10x15,2,5.1
6913,Sleutelhanger,1,6.12
9194,Sleutelhanger,4,24.48
4656,Sleutelhanger,2,12.24
5529,Mok met foto,2,19.9
4931,T-shirt,1,11.99
6460,T-shirt,4,47.96
6133,Foto 20x30,3,14.85
7855,T-shirt,1,11.99
7084,Mok met foto,2,19.9
1440,Sleutelhanger,2,12.24
8520,Foto 20x30,4,19.8
9362,Foto 10x15,2,5.1
1000,Foto 10x15,1,2.55
5639,T-shirt,1,11.99
9691,Foto 20x30,5,24.75
3315,Foto 10x15,3,7.65
7077,Sleutelhanger,2,12.24
9272,Foto 10x15,2,5.1
3396,Sleutelhanger,2,12.24
8835,Sleutelhanger,3,18.36
6245,Sleutelhanger,2,12.24
2295,T-shirt,1,11.99
3851,T-shirt,4,47.96
3903,Sleutelhanger,3,18.36
5758,Sleutelhanger,1,6.12
4896,T-shirt,1,11.99
5156,Sleutelhanger,3,18.36
7426,Foto 20x30,4,19.8
6833,Sleutelhanger,1,6.12
8213,Foto 10x15,3,7.65
4570,Foto 10x15,2,5.1
4078,Sleutelhanger,1,6.12
9246,Sleutelhanger,2,12.24
2242,Foto 20x30,1,4.95
1823,T-shirt,1,11.99
4311,T-shirt,2,23.98
8572,Foto 20x30,2,9.9
2391,Foto 10x15,2,5.1
5392,Sleutelhanger,1,6.12
8293,Foto 20x30,1,4.95
8257,Sleutelhanger,1,6.12
2469,Foto 20x30,2,9.9
3796,Sleutelhanger,3,18.36
7198,T-shirt,1,11.99
5335,Foto 10x15,4,10.2
1880,Foto 20x30,1,4.95
6203,Mok met foto,3,29.85
9195,Sleutelhanger,4,24.48
2900,Foto 10x15,3,7.65
3964,T-shirt,2,23.98
7015,Sleutelhanger,4,24.48
2049,Foto 10x15,1,2.55
1754,Foto 20x30,1,4.95
2876,Foto 20x30,2,9.9
2191,Foto 20x30,2,9.9
9205,Sleutelhanger,4,24.48
9167,Foto 10x15,1,2.55
7827,Mok met foto,1,9.95
9551,Mok met foto,2,19.9
7582,T-shirt,2,23.98
8614,T-shirt,1,11.99
1763,Mok met foto,2,19.9
4434,T-shirt,3,35.97
3154,T-shirt,3,35.97
3745,Sleutelhanger,1,6.12
3149,Sleutelhanger,4,24.48
1429,Foto 10x15,2,5.1
9756,Sleutelhanger,3,18.36
7086,Foto 20x30,1,4.95
8367,T-shirt,3,35.97
5667,T-shirt,2,23.98
4224,Mok met foto,2,19.9
7892,Sleutelhanger,4,24.48
6885,T-shirt,1,11.99
2701,T-shirt,2,23.98
7205,T-shirt,2,23.98
4392,Foto 10x15,1,2.55
2366,T-shirt,1,11.99
7418,Sleutelhanger,1,6.12
2224,T-shirt,2,23.98
9342,Mok met foto,4,39.8
8087,Foto 20x30,1,4.95
4126,Sleutelhanger,5,30.6
4008,Foto 10x15,1,2.55
5775,Foto 20x30,1,4.95
5146,T-shirt,2,23.98
5915,Foto 20x30,2,9.9
2191,Foto 20x30,3,14.85
7594,T-shirt,1,11.99
9195,Foto 20x30,2,9.9
7672,Foto 10x15,2,5.1
8488,Foto 10x15,1,2.55
3386,Foto 20x30,1,4.95
1593,T-shirt,3,35.97
6339,T-shirt,1,11.99
1235,Sleutelhanger,2,12.24
1036,Sleutelhanger,2,12.24
5731,Mok met foto,3,29.85
3030,Foto 20x30,3,14.85
1311,Foto 20x30,3,14.85
6972,Sleutelhanger,4,24.48
6195,T-shirt,1,11.99
7873,Foto 20x30,2,9.9
9935,Mok met foto,1,9.95
7845,Foto 20x30,2,9.9
6872,T-shirt,4,47.96
9760,Foto 20x30,2,9.9
3454,Foto 20x30,3,14.85
5369,Foto 10x15,1,2.55
1124,Foto 10x15,2,5.1
5485,Sleutelhanger,4,24.48
2017,Mok met foto,1,9.95
5362,Foto 10x15,1,2.55
2146,Sleutelhanger,4,24.48
2191,Foto 20x30,3,14.85
3037,Mok met foto,1,9.95
6494,Foto 20x30,1,4.95
1308,T-shirt,2,23.98
6566,Foto 10x15,2,5.1
2004,Sleutelhanger,4,24.48
2411,Foto 10x15,3,7.65
9714,Foto 10x15,3,7.65
2100,Foto 20x30,1,4.95
6213,T-shirt,3,35.97
1290,Sleutelhanger,4,24.48
2793,T-shirt,3,35.97
6409,Sleutelhanger,2,12.24
4801,Foto 20x30,1,4.95
4189,Foto 10x15,2,5.1
9450,T-shirt,1,11.99
8282,Sleutelhanger,4,24.48
4513,T-shirt,5,59.95
4261,Foto 10x15,1,2.55
7513,T-shirt,3,35.97
5521,Mok met foto,1,9.95
9544,T-shirt,3,35.97
3340,T-shirt,2,23.98
7547,Foto 20x30,1,4.95
7235,Foto 10x15,2,5.1
2818,Foto 20x30,4,19.8
3906,Foto 20x30,4,19.8
6356,Foto 10x15,2,5.1
2564,T-shirt,4,47.96
2235,Sleutelhanger,2,12.24
4891,Foto 10x15,2,5.1
6460,Foto 10x15,3,7.65
6164,Mok met foto,3,29.85
7705,Foto 20x30,2,9.9
8620,T-shirt,3,35.97
5047,Sleutelhanger,4,24.48
8913,Foto 10x15,4,10.2
1360,Foto 20x30,1,4.95
1700,Sleutelhanger,3,18.36
9567,Foto 20x30,1,4.95
5708,T-shirt,2,23.98
8319,Sleutelhanger,2,12.24
6088,T-shirt,3,35.97
7757,Sleutelhanger,2,12.24
2927,Mok met foto,3,29.85
8801,Foto 20x30,2,9.9
7846,Foto 10x15,1,2.55
7174,T-shirt,1,11.99
8473,Foto 10x15,4,10.2
8886,Foto 10x15,2,5.1
6524,Sleutelhanger,1,6.12
1046,Foto 20x30,1,4.95
4857,T-shirt,2,23.98
6325,Mok met foto,1,9.95
6081,Foto 20x30,3,14.85
4963,Mok met foto,2,19.9
4885,T-shirt,2,23.98
9468,Sleutelhanger,3,18.36
1833,Mok met foto,1,9.95
4385,Foto 10x15,3,7.65
7325,Foto 10x15,1,2.55
8643,T-shirt,4,47.96
2792,Foto 10x15,1,2.55
6561,Mok met foto,4,39.8
7752,Foto 10x15,1,2.55
6460,Foto 10x15,2,5.1
5866,Sleutelhanger,2,12.24
2018,Foto 10x15,2,5.1
1239,Sleutelhanger,1,6.12
5230,T-shirt,3,35.97
6147,Sleutelhanger,4,24.48
1542,Sleutelhanger,4,24.48
8089,Foto 20x30,1,4.95
1764,T-shirt,1,11.99
7780,Foto 20x30,3,14.85
4686,Mok met foto,1,9.95
9317,Mok met foto,1,9.95
6956,Sleutelhanger,1,6.12
2642,T-shirt,1,11.99
3209,Foto 10x15,3,7.65
9899,Foto 10x15,1,2.55
1440,Foto 10x15,3,7.65
2316,Foto 20x30,2,9.9
2052,Sleutelhanger,2,12.24
1613,Foto 20x30,1,4.95
6465,Foto 10x15,1,2.55
3180,T-shirt,5,59.95
4376,Foto 10x15,5,12.75
5587,Mok met foto,5,49.75
4371,Foto 20x30,1,4.95
8434,T-shirt,2,23.98
7413,Foto 10x15,1,2.55
7849,Foto 10x15,3,7.65
2400,Mok met foto,2,19.9
5281,Foto 10x15,1,2.55
1449,T-shirt,1,11.99
6741,Foto 10x15,2,5.1
2926,Foto 10x15,2,5.1
6152,T-shirt,1,11.99
9056,Foto 10x15,1,2.55
5399,Foto 10x15,1,2.55
5906,Foto 10x15,4,10.2
3910,Foto 20x30,2,9.9
5873,Foto 10x15,5,12.75
4311,Foto 10x15,2,5.1
4194,Sleutelhanger,4,24.48
6259,Foto 20x30,2,9.9
2719,Foto 20x30,3,14.85
1752,Sleutelhanger,2,12.24
6343,Foto 20x30,1,4.95
6746,T-shirt,1,11.99
2473,Foto 10x15,2,5.1
5628,Sleutelhanger,2,12.24
8557,Foto 10x15,1,2.55
8521,Foto 10x15,2,5.1
6227,Mok met foto,2,19.9
9617,Foto 10x15,2,5.1
2349,Sleutelhanger,1,6.12
3172,T-shirt,1,11.99
9882,Foto 20x30,4,19.8
2059,T-shirt,4,47.96
7125,T-shirt,3,35.97
3305,Foto 10x15,2,5.1
5569,Mok met foto,1,9.95
3538,Sleutelhanger,5,30.6
5089,Foto 20x30,1,4.95
9014,Foto 10x15,2,5.1
1286,Mok met foto,2,19.9
6450,Foto 10x15,1,2.55
7395,T-shirt,2,23.98
3705,Mok met foto,1,9.95
8821,Mok met foto,3,29.85
8812,Sleutelhanger,3,18.36
6879,Foto 10x15,5,12.75
