PhotoId,Product,Amount,TotalPrice
8134,Sleutelhanger,1,6.12
7199,T-shirt,1,11.99
4776,Sleutelhanger,2,12.24
8901,T-shirt,1,11.99
8548,Foto 10x15,1,2.55
1743,Foto 20x30,1,4.95
8051,Foto 10x15,1,2.55
9698,T-shirt,2,23.98
5332,Sleutelhanger,3,18.36
8323,T-shirt,2,23.98
7127,Sleutelhanger,2,12.24
1936,T-shirt,1,11.99
6946,Foto 20x30,3,14.85
2977,Sleutelhanger,1,6.12
1646,T-shirt,1,11.99
1337,Foto 10x15,1,2.55
2818,Foto 10x15,1,2.55
9023,Sleutelhanger,1,6.12
4757,Sleutelhanger,1,6.12
6224,Foto 10x15,3,7.65
3217,Foto 10x15,3,7.65
6515,Foto 10x15,1,2.55
3812,Foto 20x30,2,9.9
7170,Foto 20x30,1,4.95
3423,Foto 10x15,1,2.55
4814,Sleutelhanger,2,12.24
1620,T-shirt,2,23.98
1910,Foto 10x15,1,2.55
1313,Sleutelhanger,2,12.24
5853,Mok met foto,5,49.75
1635,T-shirt,1,11.99
8403,Foto 20x30,2,9.9
7127,Mok met foto,2,19.9
1746,Foto 20x30,4,19.8
6153,Mok met foto,1,9.95
3731,Foto 10x15,1,2.55
4196,Mok met foto,1,9.95
4904,Mok met foto,3,29.85
3632,Mok met foto,4,39.8
7837,T-shirt,3,35.97
6030,Mok met foto,1,9.95
2006,T-shirt,1,11.99
1800,T-shirt,1,11.99
2695,Foto 10x15,1,2.55
7657,Mok met foto,2,19.9
3220,Sleutelhanger,1,6.12
3558,Sleutelhanger,5,30.6
5101,T-shirt,1,11.99
5229,T-shirt,2,23.98
3574,Sleutelhanger,2,12.24
5426,Mok met foto,2,19.9
6626,T-shirt,1,11.99
7346,Foto 10x15,3,7.65
4771,Foto 20x30,3,14.85
5629,T-shirt,1,11.99
5272,Foto 10x15,5,12.75
5147,Foto 10x15,3,7.65
4537,Foto 10x15,1,2.55
8898,Mok met foto,3,29.85
6773,Foto 10x15,1,2.55
9110,Foto 10x15,1,2.55
8175,Mok met foto,3,29.85
5410,Foto 10x15,2,5.1
8419,Foto 10x15,2,5.1
5857,T-shirt,4,47.96
9128,Sleutelhanger,1,6.12
4150,Foto 20x30,2,9.9
7501,T-shirt,1,11.99
5977,Sleutelhanger,2,12.24
1034,Mok met foto,2,19.9
6435,Mok met foto,2,19.9
4346,Sleutelhanger,2,12.24
9734,Sleutelhanger,3,18.36
1596,Sleutelhanger,1,6.12
8638,Sleutelhanger,1,6.12
2266,Sleutelhanger,1,6.12
9854,Mok met foto,2,19.9
6764,Sleutelhanger,1,6.12
9508,Sleutelhanger,2,12.24
5979,T-shirt,2,23.98
3685,Sleutelhanger,1,6.12
1363,Sleutelhanger,4,24.48
8653,T-shirt,2,23.98
6701,Foto 20x30,3,14.85
9018,Foto 10x15,1,2.55
9761,Foto 20x30,1,4.95
4493,Sleutelhanger,2,12.24
3894,Sleutelhanger,1,6.12
6164,Sleutelhanger,4,24.48
7264,Sleutelhanger,2,12.24
9223,T-shirt,1,11.99
2622,Sleutelhanger,1,6.12
4400,Mok met foto,2,19.9
4933,Mok met foto,2,19.9
8338,Mok met foto,3,29.85
1972,Foto 20x30,1,4.95
2944,T-shirt,1,11.99
9338,Mok met foto,3,29.85
1700,T-shirt,2,23.98
8428,Foto 10x15,1,2.55
1044,T-shirt,2,23.98
8395,Foto 20x30,4,19.8
1152,Foto 10x15,2,5.1
1961,T-shirt,3,35.97
1177,Sleutelhanger,3,18.36
2794,Foto 10x15,1,2.55
3149,T-shirt,1,11.99
5800,Mok met foto,3,29.85
2427,Foto 20x30,1,4.95
1773,Foto 20x30,1,4.95
5504,Foto 10x15,2,5.1
8673,Sleutelhanger,1,6.12
1859,Mok met foto,2,19.9
5275,T-shirt,4,47.96
4063,T-shirt,2,23.98
8628,Mok met foto,1,9.95
4826,Foto 10x15,2,5.1
4738,Foto 10x15,3,7.65
7747,T-shirt,1,11.99
1640,Foto 10x15,1,2.55
5755,Sleutelhanger,3,18.36
5675,Mok met foto,1,9.95
1829,Mok met foto,2,19.9
9996,Foto 10x15,2,5.1
7456,Foto 10x15,3,7.65
6515,Foto 20x30,3,14.85
2211,T-shirt,3,35.97
9266,Sleutelhanger,3,18.36
3442,Sleutelhanger,2,12.24
6723,Mok met foto,2,19.9
5117,Sleutelhanger,1,6.12
1201,Foto 20x30,2,9.9
9939,T-shirt,2,23.98
4517,Sleutelhanger,1,6.12
1026,Foto 10x15,3,7.65
9576,Foto 10x15,1,2.55
8159,Mok met foto,1,9.95
7935,Foto 10x15,4,10.2
6282,T-shirt,5,59.95
7541,Mok met foto,3,29.85
9357,T-shirt,2,23.98
2891,T-shirt,1,11.99
7128,Sleutelhanger,1,6.12
8660,Sleutelhanger,5,30.6
8987,T-shirt,3,35.97
3139,Foto 20x30,1,4.95
2026,Foto 20x30,1,4.95
4145,T-shirt,3,35.97
2207,T-shirt,2,23.98
8108,Foto 20x30,1,4.95
2823,T-shirt,4,47.96
2401,T-shirt,3,35.97
8220,Sleutelhanger,1,6.12
5096,Foto 10x15,1,2.55
3895,Sleutelhanger,3,18.36
7906,Foto 20x30,1,4.95
2235,Foto 10x15,2,5.1
8575,T-shirt,2,23.98
2083,T-shirt,2,23.98
4329,T-shirt,1,11.99
3526,Sleutelhanger,1,6.12
7003,T-shirt,3,35.97
5393,Foto 10x15,1,2.55
2696,Foto 10x15,2,5.1
6865,T-shirt,1,11.99
6047,Mok met foto,1,9.95
9446,Foto 20x30,3,14.85
2066,Mok met foto,3,29.85
5326,Mok met foto,3,29.85
3088,Sleutelhanger,1,6.12
7477,Sleutelhanger,2,12.24
4042,Foto 20x30,1,4.95
7800,Mok met foto,1,9.95
6238,T-shirt,5,59.95
8883,Mok met foto,1,9.95
1316,Foto 20x30,1,4.95
7139,Foto 10x15,3,7.65
5657,T-shirt,2,23.98
5482,Mok met foto,3,29.85
6239,Mok met foto,2,19.9
7661,Foto 20x30,1,4.95
4523,Mok met foto,3,29.85
8073,Sleutelhanger,3,18.36
7943,Sleutelhanger,3,18.36
8242,T-shirt,2,23.98
7066,T-shirt,1,11.99
6648,Foto 10x15,3,7.65
6090,T-shirt,2,23.98
7291,Sleutelhanger,2,12.24
2435,Foto 10x15,2,5.1
5869,Sleutelhanger,1,6.12
4561,Foto 20x30,1,4.95
8017,Sleutelhanger,1,6.12
4925,Mok met foto,1,9.95
9576,Foto 10x15,2,5.1
6540,Foto 10x15,1,2.55
8423,Foto 20x30,1,4.95
3640,T-shirt,2,23.98
4899,Foto 20x30,1,4.95
5817,Foto 10x15,1,2.55
3133,Foto 10x15,3,7.65
5634,Foto 20x30,2,9.9
6058,Mok met foto,2,19.9
5698,Foto 10x15,1,2.55
4458,Sleutelhanger,3,18.36
3726,Sleutelhanger,4,24.48
7347,T-shirt,3,35.97
9570,Foto 10x15,1,2.55
4904,Sleutelhanger,2,12.24
3796,Mok met foto,3,29.85
9475,Mok met foto,3,29.85
9796,Foto 20x30,2,9.9
8132,Foto 20x30,4,19.8
6069,T-shirt,1,11.99
9988,T-shirt,4,47.96
2468,Foto 20x30,1,4.95
6706,Sleutelhanger,2,12.24
8429,Foto 20x30,1,4.95
6711,Foto 10x15,2,5.1
7395,Foto 10x15,1,2.55
4523,Sleutelhanger,1,6.12
7798,Foto 10x15,3,7.65
5241,Foto 10x15,2,5.1
7077,Mok met foto,2,19.9
8506,Mok met foto,2,19.9
4397,T-shirt,1,11.99
8551,Sleutelhanger,1,6.12
3487,Sleutelhanger,1,6.12
2761,Sleutelhanger,2,12.24
6429,Sleutelhanger,2,12.24
9750,Mok met foto,1,9.95
7784,Foto 20x30,1,4.95
7090,Foto 10x15,1,2.55
6326,Mok met foto,4,39.8
4729,T-shirt,2,23.98
8435,T-shirt,1,11.99
9046,Foto 20x30,2,9.9
9660,Foto 20x30,2,9.9
9732,Foto 20x30,3,14.85
9671,T-shirt,2,23.98
4030,Foto 10x15,2,5.1
5448,Sleutelhanger,1,6.12
8061,Mok met foto,2,19.9
9341,T-shirt,1,11.99
8559,Mok met foto,3,29.85
4093,Foto 20x30,4,19.8
4076,Mok met foto,1,9.95
4360,Foto 10x15,3,7.65
8359,Foto 20x30,1,4.95
9113,Foto 10x15,1,2.55
7431,Mok met foto,2,19.9
6385,T-shirt,1,11.99
4561,Foto 10x15,1,2.55
5239,Mok met foto,5,49.75
9202,Sleutelhanger,3,18.36
1976,Foto 20x30,1,4.95
4573,T-shirt,1,11.99
7037,Foto 10x15,1,2.55
7457,Mok met foto,5,49.75
3152,Mok met foto,3,29.85
7634,T-shirt,1,11.99
2269,Foto 10x15,3,7.65
7495,Sleutelhanger,2,12.24
2959,T-shirt,2,23.98
9448,Mok met foto,1,9.95
6107,T-shirt,5,59.95
6709,Sleutelhanger,5,30.6
7201,Foto 20x30,1,4.95
3843,Mok met foto,1,9.95
8219,Mok met foto,1,9.95
7603,Sleutelhanger,1,6.12
8864,T-shirt,3,35.97
5998,T-shirt,2,23.98
6765,T-shirt,1,11.99
2787,T-shirt,5,59.95
1828,Sleutelhanger,1,6.12
1306,T-shirt,1,11.99
6245,Foto 20x30,2,9.9
5902,T-shirt,2,23.98
3310,T-shirt,5,59.95
3795,Sleutelhanger,4,24.48
