PhotoId,Product,Amount,TotalPrice
5155,T-shirt,3,35.97
2332,Mok met foto,1,9.95
2110,Foto 10x15,1,2.55
4573,T-shirt,3,35.97
9209,Foto 20x30,1,4.95
4378,Sleutelhanger,3,18.36
3719,Sleutelhanger,2,12.24
3299,Mok met foto,1,9.95
8332,T-shirt,1,11.99
6962,T-shirt,1,11.99
2728,Mok met foto,2,19.9
8513,Mok met foto,1,9.95
7765,Foto 20x30,2,9.9
2086,Foto 20x30,2,9.9
7365,Mok met foto,1,9.95
3785,Foto 20x30,4,19.8
3552,Sleutelhanger,3,18.36
3911,Foto 20x30,2,9.9
3423,Sleutelhanger,1,6.12
8021,Sleutelhanger,3,18.36
2001,Foto 20x30,1,4.95
2799,Mok met foto,2,19.9
5047,Mok met foto,3,29.85
7547,Sleutelhanger,4,24.48
1924,T-shirt,3,35.97
2546,Sleutelhanger,5,30.6
1509,Sleutelhanger,1,6.12
4092,Foto 20x30,4,19.8
6092,Foto 10x15,4,10.2
4732,Foto 20x30,3,14.85
5031,Sleutelhanger,3,18.36
7223,T-shirt,4,47.96
6462,Sleutelhanger,1,6.12
3599,Sleutelhanger,1,6.12
5467,T-shirt,4,47.96
2058,Sleutelhanger,1,6.12
9011,Foto 20x30,3,14.85
1034,Sleutelhanger,1,6.12
8522,Foto 10x15,2,5.1
2669,Sleutelhanger,1,6.12
2980,Foto 10x15,2,5.1
6523,Sleutelhanger,5,30.6
8313,Foto 20x30,4,19.8
1242,Foto 10x15,1,2.55
7481,T-shirt,1,11.99
4801,Foto 10x15,2,5.1
4605,T-shirt,3,35.97
9403,Mok met foto,2,19.9
1344,Foto 10x15,3,7.65
6573,Foto 20x30,3,14.85
4337,Sleutelhanger,1,6.12
4512,Foto 10x15,2,5.1
3026,Foto 10x15,1,2.55
1604,T-shirt,2,23.98
8963,Sleutelhanger,2,12.24
2110,Sleutelhanger,3,18.36
5998,Foto 20x30,1,4.95
9755,Foto 20x30,3,14.85
8075,Mok met foto,2,19.9
3752,T-shirt,1,11.99
7389,Foto 20x30,1,4.95
2530,Foto 10x15,4,10.2
3664,Mok met foto,2,19.9
4632,Mok met foto,3,29.85
1542,T-shirt,2,23.98
4980,T-shirt,1,11.99
9772,Foto 10x15,1,2.55
4597,Mok met foto,1,9.95
1890,Foto 20x30,1,4.95
7515,Foto 10x15,3,7.65
6053,Foto 10x15,2,5.1
1635,Foto 10x15,2,5.1
4226,Mok met foto,5,49.75
7681,Foto 20x30,1,4.95
6597,Foto 10x15,5,12.75
2105,T-shirt,2,23.98
6705,Sleutelhanger,3,18.36
9370,Foto 10x15,2,5.1
4738,T-shirt,2,23.98
4004,Mok met foto,3,29.85
7225,Mok met foto,1,9.95
5511,Foto 10x15,1,2.55
7229,Foto 20x30,2,9.9
8192,Foto 10x15,1,2.55
1794,T-shirt,4,47.96
2826,Sleutelhanger,1,6.12
4633,Foto 20x30,2,9.9
2467,Sleutelhanger,4,24.48
6218,Sleutelhanger,1,6.12
4926,Foto 10x15,1,2.55
3035,T-shirt,4,47.96
9604,T-shirt,1,11.99
6933,T-shirt,2,23.98
2696,T-shirt,1,11.99
8650,Mok met foto,2,19.9
9776,Mok met foto,1,9.95
4488,T-shirt,2,23.98
4521,T-shirt,1,11.99
5985,Foto 20x30,1,4.95
7662,Foto 10x15,3,7.65
8802,Mok met foto,1,9.95
6414,Mok met foto,1,9.95
3318,Foto 20x30,1,4.95
5006,Foto 10x15,2,5.1
8295,T-shirt,1,11.99
6081,Sleutelhanger,1,6.12
5510,Mok met foto,2,19.9
9162,Mok met foto,2,19.9
1682,T-shirt,3,35.97
9014,Foto 10x15,2,5.1
1543,Mok met foto,1,9.95
2247,Sleutelhanger,2,12.24
1920,Mok met foto,2,19.9
1534,Mok met foto,3,29.85
4450,T-shirt,1,11.99
8194,Mok met foto,1,9.95
9831,T-shirt,1,11.99
4241,Foto 10x15,1,2.55
4710,Foto 10x15,3,7.65
3988,Mok met foto,1,9.95
4418,Mok met foto,4,39.8
5244,Sleutelhanger,3,18.36
6675,T-shirt,2,23.98
7527,T-shirt,1,11.99
6105,Mok met foto,5,49.75
1586,Mok met foto,5,49.75
2739,T-shirt,3,35.97
4065,Foto 10x15,1,2.55
9908,T-shirt,3,35.97
8920,Sleutelhanger,1,6.12
7754,Foto 10x15,3,7.65
9183,Mok met foto,2,19.9
8798,Mok met foto,1,9.95
4348,Sleutelhanger,1,6.12
5425,Foto 20x30,1,4.95
1549,T-shirt,2,23.98
8781,Mok met foto,3,29.85
4172,Sleutelhanger,1,6.12
3233,Mok met foto,3,29.85
9224,Foto 10x15,4,10.2
1254,Sleutelhanger,2,12.24
1551,Mok met foto,1,9.95
9520,Foto 10x15,5,12.75
8678,T-shirt,2,23.98
1431,Sleutelhanger,2,12.24
9207,Mok met foto,2,19.9
7653,Mok met foto,1,9.95
3216,Sleutelhanger,1,6.12
1312,Foto 20x30,4,19.8
9235,T-shirt,1,11.99
4716,T-shirt,1,11.99
8608,T-shirt,2,23.98
4515,Sleutelhanger,3,18.36
3617,Mok met foto,2,19.9
3424,Foto 20x30,2,9.9
7701,Foto 10x15,1,2.55
1282,T-shirt,4,47.96
1890,Foto 10x15,2,5.1
7385,Foto 20x30,2,9.9
5625,Sleutelhanger,3,18.36
6017,Sleutelhanger,2,12.24
3725,Sleutelhanger,1,6.12
5280,Mok met foto,1,9.95
6097,Foto 20x30,1,4.95
5478,Sleutelhanger,4,24.48
2873,T-shirt,1,11.99
6550,T-shirt,5,59.95
2690,Mok met foto,3,29.85
7220,Sleutelhanger,4,24.48
7972,T-shirt,2,23.98
5446,Foto 20x30,3,14.85
1241,T-shirt,5,59.95
8270,Sleutelhanger,2,12.24
3913,Mok met foto,3,29.85
7259,Sleutelhanger,3,18.36
3394,Sleutelhanger,1,6.12
2513,T-shirt,3,35.97
4966,Mok met foto,1,9.95
7375,Foto 10x15,3,7.65
1854,Foto 10x15,4,10.2
1882,T-shirt,1,11.99
1545,Foto 20x30,3,14.85
7584,Sleutelhanger,2,12.24
8809,Sleutelhanger,1,6.12
1692,Sleutelhanger,2,12.24
7057,Sleutelhanger,3,18.36
7833,Mok met foto,3,29.85
7281,Sleutelhanger,1,6.12
6285,T-shirt,1,11.99
5068,Sleutelhanger,2,12.24
1863,Sleutelhanger,1,6.12
7464,Mok met foto,1,9.95
6950,Foto 10x15,4,10.2
1272,Mok met foto,4,39.8
8939,Sleutelhanger,1,6.12
8108,Sleutelhanger,1,6.12
7999,Foto 20x30,3,14.85
1208,Mok met foto,1,9.95
7700,Sleutelhanger,2,12.24
1178,Foto 20x30,3,14.85
6160,Mok met foto,3,29.85
7752,Foto 20x30,3,14.85
4445,Sleutelhanger,3,18.36
8887,Mok met foto,1,9.95
9476,T-shirt,3,35.97
2002,Foto 20x30,1,4.95
1949,Foto 20x30,3,14.85
2379,T-shirt,1,11.99
9695,Sleutelhanger,1,6.12
4456,Sleutelhanger,5,30.6
4194,Foto 20x30,2,9.9
6838,Foto 20x30,1,4.95
8374,Sleutelhanger,1,6.12
7475,T-shirt,1,11.99
2798,Sleutelhanger,1,6.12
9076,T-shirt,1,11.99
8934,T-shirt,2,23.98
2692,Foto 20x30,1,4.95
3052,Mok met foto,1,9.95
7855,Foto 10x15,1,2.55
1360,Mok met foto,3,29.85
2529,Sleutelhanger,1,6.12
3286,Foto 10x15,1,2.55
8884,Sleutelhanger,1,6.12
7078,Foto 10x15,1,2.55
3586,Sleutelhanger,2,12.24
2100,Mok met foto,2,19.9
9282,Foto 10x15,2,5.1
8599,Mok met foto,1,9.95
1148,Foto 20x30,2,9.9
5009,Sleutelhanger,2,12.24
6647,Sleutelhanger,2,12.24
6771,Mok met foto,3,29.85
7882,T-shirt,2,23.98
4480,Foto 20x30,1,4.95
9363,Sleutelhanger,3,18.36
5644,Foto 20x30,1,4.95
3548,T-shirt,1,11.99
9607,Mok met foto,2,19.9
7060,Foto 20x30,3,14.85
6338,Foto 10x15,2,5.1
2779,Foto 20x30,1,4.95
7980,Foto 10x15,4,10.2
4512,Foto 10x15,4,10.2
8857,Foto 10x15,2,5.1
1774,Mok met foto,1,9.95
6938,T-shirt,1,11.99
9474,Sleutelhanger,5,30.6
5225,Foto 10x15,2,5.1
1697,Mok met foto,3,29.85
5289,Foto 20x30,1,4.95
7933,T-shirt,2,23.98
8688,Foto 10x15,2,5.1
9373,Sleutelhanger,2,12.24
6396,Foto 10x15,1,2.55
7158,Mok met foto,1,9.95
5548,T-shirt,1,11.99
3183,T-shirt,1,11.99
9596,Mok met foto,4,39.8
4265,Foto 10x15,2,5.1
8801,Foto 20x30,3,14.85
8847,Foto 20x30,3,14.85
5262,Foto 10x15,4,10.2
3305,Foto 10x15,4,10.2
1379,Mok met foto,1,9.95
7267,Sleutelhanger,2,12.24
7768,Sleutelhanger,3,18.36
3867,T-shirt,5,59.95
5709,T-shirt,3,35.97
3076,Sleutelhanger,2,12.24
6789,Sleutelhanger,4,24.48
9885,T-shirt,3,35.97
7511,Foto 20x30,1,4.95
9539,Foto 10x15,1,2.55
1547,Sleutelhanger,4,24.48
5312,Mok met foto,3,29.85
3659,T-shirt,1,11.99
2485,Foto 10x15,2,5.1
7431,Mok met foto,2,19.9
8254,Foto 10x15,2,5.1
7818,Sleutelhanger,3,18.36
5112,Foto 20x30,4,19.8
5527,Sleutelhanger,1,6.12
8337,Foto 20x30,2,9.9
1795,Foto 20x30,2,9.9
9172,Mok met foto,2,19.9
8945,Foto 10x15,2,5.1
6989,Mok met foto,2,19.9
4114,T-shirt,1,11.99
1935,Foto 10x15,1,2.55
8996,T-shirt,1,11.99
9429,T-shirt,4,47.96
2489,Foto 20x30,2,9.9
2087,T-shirt,1,11.99
8820,T-shirt,2,23.98
1591,Foto 20x30,1,4.95
6071,Foto 20x30,1,4.95
2958,Foto 20x30,1,4.95
9838,Mok met foto,1,9.95
9516,T-shirt,1,11.99
3115,Sleutelhanger,1,6.12
4101,Foto 10x15,2,5.1
1977,Foto 20x30,1,4.95
9906,Mok met foto,1,9.95
3613,Sleutelhanger,4,24.48
6456,Foto 10x15,3,7.65
2351,Foto 20x30,1,4.95
5584,Foto 20x30,3,14.85
4695,Foto 10x15,1,2.55
8155,Foto 10x15,4,10.2
4393,T-shirt,1,11.99
8779,T-shirt,2,23.98
9742,Sleutelhanger,4,24.48
2167,Mok met foto,3,29.85
8844,T-shirt,2,23.98
8506,Foto 20x30,2,9.9
4718,Sleutelhanger,1,6.12
4442,Foto 10x15,3,7.65
3449,Foto 10x15,1,2.55
2372,Foto 20x30,1,4.95
9201,Foto 20x30,2,9.9
6245,Sleutelhanger,3,18.36
2770,Foto 10x15,3,7.65
4875,Sleutelhanger,1,6.12
6229,Foto 20x30,3,14.85
3691,Foto 10x15,1,2.55
5426,Mok met foto,2,19.9
3718,Foto 20x30,1,4.95
5181,Foto 10x15,3,7.65
3672,Foto 10x15,2,5.1
7713,Mok met foto,2,19.9
4424,Foto 20x30,2,9.9
7938,Mok met foto,3,29.85
1833,Foto 10x15,2,5.1
4261,Mok met foto,2,19.9
4573,T-shirt,4,47.96
2835,Foto 20x30,3,14.85
7525,Mok met foto,1,9.95
9758,Mok met foto,1,9.95
9615,Foto 20x30,1,4.95
6760,Sleutelhanger,2,12.24
9399,Sleutelhanger,2,12.24
4225,T-shirt,2,23.98
9429,T-shirt,1,11.99
4439,Sleutelhanger,1,6.12
1887,Mok met foto,1,9.95
6998,T-shirt,2,23.98
6838,Foto 10x15,1,2.55
3824,Foto 20x30,1,4.95
9675,Sleutelhanger,2,12.24
2451,Sleutelhanger,3,18.36
6082,Foto 20x30,1,4.95
5992,Sleutelhanger,1,6.12
6120,Mok met foto,2,19.9
9246,T-shirt,1,11.99
6935,T-shirt,3,35.97
8628,T-shirt,2,23.98
1681,T-shirt,3,35.97
4290,Mok met foto,2,19.9
2285,T-shirt,2,23.98
1716,Foto 10x15,1,2.55
5059,Sleutelhanger,3,18.36
1341,Mok met foto,2,19.9
8343,Mok met foto,1,9.95
4621,Sleutelhanger,1,6.12
4834,Foto 20x30,2,9.9
4274,Sleutelhanger,2,12.24
3617,T-shirt,1,11.99
6410,Sleutelhanger,1,6.12
9518,Foto 10x15,4,10.2
5586,Sleutelhanger,3,18.36
5756,Mok met foto,5,49.75
7518,T-shirt,2,23.98
7732,Foto 20x30,1,4.95
9894,Mok met foto,3,29.85
7062,Sleutelhanger,2,12.24
2574,Mok met foto,1,9.95
5414,Sleutelhanger,1,6.12
5211,Foto 20x30,3,14.85
4545,Mok met foto,2,19.9
1601,Sleutelhanger,2,12.24
5880,T-shirt,1,11.99
6620,Sleutelhanger,3,18.36
2409,Foto 20x30,1,4.95
2224,T-shirt,2,23.98
4582,Foto 10x15,1,2.55
7287,Sleutelhanger,2,12.24
2846,Sleutelhanger,4,24.48
8669,T-shirt,2,23.98
7102,Sleutelhanger,1,6.12
9328,Mok met foto,1,9.95
3135,Foto 10x15,1,2.55
8270,Sleutelhanger,1,6.12
7932,Foto 10x15,2,5.1
7360,Mok met foto,5,49.75
7799,T-shirt,2,23.98
6109,Foto 10x15,1,2.55
3932,Mok met foto,2,19.9
6804,Foto 20x30,4,19.8
9085,Foto 10x15,2,5.1
5643,Foto 10x15,1,2.55
1056,Sleutelhanger,2,12.24
4422,Sleutelhanger,3,18.36
6286,Foto 10x15,2,5.1
2912,T-shirt,5,59.95
3984,Mok met foto,2,19.9
7431,Mok met foto,4,39.8
2558,Foto 10x15,1,2.55
8294,Foto 10x15,1,2.55
1390,Sleutelhanger,1,6.12
7890,Foto 10x15,1,2.55
8409,Sleutelhanger,2,12.24
4641,Mok met foto,1,9.95
4370,Foto 20x30,4,19.8
2157,Mok met foto,3,29.85
1766,Sleutelhanger,2,12.24
1249,Foto 10x15,2,5.1
2464,Foto 20x30,3,14.85
7701,T-shirt,2,23.98
9362,Sleutelhanger,1,6.12
4529,Mok met foto,1,9.95
4864,Foto 20x30,1,4.95
6792,Foto 10x15,3,7.65
8329,T-shirt,5,59.95
